Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2015460261952,599970,133860,0.852846,51.069227,46,3,2,1,29/09/2015,3,09:00,530,E10000016,4,2067,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01024037
2015460261954,564440,173880,0.364604,51.440048,46,3,4,1,27/09/2015,1,06:42,535,E10000016,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024291
2015460261955,558980,145920,0.273657,51.190395,46,3,2,1,28/09/2015,2,14:15,542,E10000016,6,4210,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024779
2015460261957,622800,136940,1.180091,51.088480,46,2,2,1,29/09/2015,3,18:50,539,E10000016,3,259,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024501
2015460261958,555780,175130,0.240658,51.453724,46,3,2,1,29/09/2015,3,14:15,532,E10000016,3,282,1,70,1,2,6,0,0,0,1,1,1,0,0,1,1,E01024154
2015460261961,572210,137790,0.458914,51.113528,46,2,2,1,28/09/2015,2,17:00,543,E10000016,4,2079,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024806
2015460261962,618190,168090,1.133321,51.369931,46,3,2,2,25/09/2015,6,16:55,531,E10000016,4,2205,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024082
2015460261963,558920,172150,0.284475,51.426079,46,3,3,1,18/09/2015,6,06:28,532,E10000016,4,255,6,30,0,-1,-1,0,0,8,1,2,2,0,0,2,1,E01024134
2015460261968,575960,147580,0.517218,51.200336,46,3,2,1,28/09/2015,2,15:13,536,E10000016,3,229,6,30,3,4,4,2079,0,0,1,1,1,0,0,2,1,E01024379
2015460261969,595600,172520,0.811656,51.417941,46,3,2,1,18/09/2015,6,11:40,540,E10000016,6,4025,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024620
2015460261972,622480,136200,1.175074,51.081960,46,3,1,1,28/09/2015,2,15:05,539,E10000016,6,3909,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024507
2015460261974,585350,162010,0.658943,51.326982,46,3,2,1,29/09/2015,3,17:10,536,E10000016,3,249,3,70,1,4,3,2,0,0,1,1,1,0,0,2,1,E01024387
2015460261978,574674,167278,0.508457,51.377682,46,3,3,1,23/09/2015,4,08:00,544,E06000035,6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,E01016113
2015460261981,574011,168948,0.499758,51.392887,46,3,3,1,26/09/2015,7,18:20,544,E06000035,3,2,3,30,0,-1,-1,0,0,5,1,1,1,0,0,2,1,E01016136
2015460261985,601260,129790,0.868973,51.032224,46,2,2,2,29/09/2015,3,16:34,539,E10000016,3,2070,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024548
2015460261986,633770,144350,1.341259,51.150636,46,3,2,3,25/09/2015,6,12:41,533,E10000016,3,258,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024236
2015460261992,563100,173640,0.345231,51.438279,46,3,2,1,25/09/2015,6,09:30,535,E10000016,4,261,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01024276
2015460262002,578111,166837,0.557569,51.372653,46,3,2,1,29/09/2015,3,19:14,544,E06000035,3,2,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01016174
2015460262004,617590,134870,1.104568,51.071892,46,3,2,1,30/09/2015,4,09:40,539,E10000016,3,259,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01024526
2015460262006,589140,152170,0.708071,51.237355,46,3,1,2,29/09/2015,3,03:41,536,E10000016,6,1602,6,30,3,4,6,0,0,0,7,1,1,0,0,2,1,E01024362
2015460262008,613830,156780,1.064000,51.270038,46,3,2,1,29/09/2015,3,17:35,531,E10000016,3,28,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01024128
2015460262014,573200,154990,0.481332,51.267746,46,3,2,1,29/09/2015,3,02:30,536,E10000016,6,3604,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,E01033089
2015460262018,577436,169466,0.549194,51.396480,46,3,2,1,28/09/2015,2,19:15,544,E06000035,3,289,3,40,7,2,6,0,0,5,4,1,1,0,0,1,2,E01016037
2015460262027,615070,154030,1.080097,51.244880,46,3,3,1,30/09/2015,4,18:40,531,E10000016,4,2068,6,40,3,4,6,0,0,0,6,1,1,0,0,2,1,E01024053
2015460262033,574560,162630,0.504542,51.335963,46,3,2,1,28/09/2015,2,10:22,542,E10000016,3,229,1,40,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024721
2015460262035,577640,152970,0.543908,51.248235,46,3,2,1,29/09/2015,3,16:05,536,E10000016,6,3617,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024388
2015460262037,638990,165770,1.430045,51.340744,46,3,1,1,30/09/2015,4,07:15,541,E10000016,5,422,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024698
2015460262038,634110,167650,1.361344,51.359648,46,3,2,2,29/09/2015,3,10:10,541,E10000016,5,229,6,60,3,3,6,0,0,0,1,1,1,0,0,2,1,E01024701
2015460262039,629500,168090,1.295529,51.365477,46,3,3,2,26/09/2015,7,09:43,541,E10000016,3,28,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024640
2015460262042,550550,160610,0.159293,51.324673,46,3,3,1,26/09/2015,7,06:56,538,E10000016,1,25,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024452
2015460262044,619140,153270,1.137853,51.236509,46,3,3,3,29/09/2015,3,16:15,531,E10000016,3,2,7,70,5,4,6,0,0,0,1,1,1,0,0,2,1,E01024089
2015460262045,565920,172520,0.385243,51.427399,46,2,2,1,27/09/2015,1,19:00,535,E10000016,6,3533,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024315
2015460262049,617740,160330,1.122126,51.300432,46,3,2,1,29/09/2015,3,14:19,531,E10000016,3,28,6,30,6,4,6,0,0,0,1,1,1,0,0,2,1,E01024113
2015460262050,559120,141520,0.273713,51.150823,46,3,1,1,01/10/2015,5,08:20,543,E10000016,5,389,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024847
2015460262051,611670,137700,1.021849,51.099517,46,3,3,1,26/09/2015,7,22:27,539,E10000016,1,20,3,70,0,-1,-1,0,0,0,6,1,1,0,1,2,1,E01024536
2015460262054,571800,170650,0.468833,51.408849,46,3,2,1,30/09/2015,4,09:10,535,E10000016,3,226,1,40,1,4,3,289,0,0,1,1,1,0,0,2,1,E01024265
2015460262055,615010,157430,1.081281,51.275430,46,3,2,1,20/09/2015,1,20:12,531,E10000016,3,28,1,30,1,4,4,2068,0,0,4,1,1,0,0,1,1,E01024044
2015460262058,585910,152650,0.662104,51.242727,46,3,1,1,30/09/2015,4,15:20,536,E10000016,1,20,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024363
2015460262064,615180,158260,1.084214,51.282819,46,3,2,1,29/09/2015,3,17:00,531,E10000016,6,3108,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024093
2015460262065,634550,166320,1.366776,51.347528,46,3,1,1,29/09/2015,3,00:05,541,E10000016,4,2050,6,40,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01024701
2015460262067,560910,167800,0.311102,51.386436,46,3,3,1,03/10/2015,7,17:30,538,E10000016,6,1192,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024441
2015460262069,579676,166185,0.579700,51.366304,46,3,2,1,21/09/2015,2,16:55,544,E06000035,6,0,6,30,1,4,6,0,0,0,1,2,2,0,0,1,1,E01016086
2015460262073,574858,166603,0.510766,51.371561,46,3,2,1,26/09/2015,7,10:30,544,E06000035,3,229,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01016113
2015460262076,553720,172820,0.210031,51.433532,46,2,1,1,01/10/2015,5,16:30,532,E10000016,5,368,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024168
2015460262078,576460,157540,0.529272,51.289654,46,3,1,1,01/10/2015,5,08:50,536,E10000016,5,349,6,30,6,4,6,0,0,4,1,1,1,0,0,1,2,E01024385
2015460262079,585340,164940,0.660324,51.353303,46,2,2,1,29/09/2015,3,08:45,540,E10000016,3,2,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,E01024570
2015460262082,637920,165470,1.414511,51.338499,46,3,1,1,03/10/2015,7,16:30,541,E10000016,3,254,6,30,6,4,6,0,0,8,1,1,1,0,0,1,2,E01024646
2015460262087,636740,166590,1.398345,51.349045,46,3,2,1,03/10/2015,7,21:30,541,E10000016,6,4113,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024688
2015460262088,579689,165375,0.579478,51.359024,46,3,2,1,01/10/2015,5,20:08,544,E06000035,3,278,1,40,1,4,6,0,0,0,4,1,1,0,0,2,2,E01016086
2015460262090,638370,165580,1.421033,51.339298,46,3,3,1,02/10/2015,6,07:18,541,E10000016,6,4109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024669
2015460262091,575942,167687,0.526860,51.380964,46,3,1,1,30/09/2015,4,09:47,544,E06000035,6,0,6,30,3,4,6,0,0,0,1,8,1,0,0,1,1,E01016110
2015460262092,582270,146280,0.606778,51.186682,46,3,2,1,04/10/2015,1,12:45,536,E10000016,3,274,6,40,6,4,6,0,0,8,7,1,1,0,0,2,2,E01024364
2015460262093,583530,144190,0.623721,51.167506,46,3,1,1,11/09/2015,6,07:30,536,E10000016,3,274,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024365
2015460262094,636720,169930,1.400280,51.379032,46,3,1,1,03/10/2015,7,17:30,541,E10000016,6,4157,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024663
2015460262100,574960,162540,0.510234,51.335032,46,2,3,1,30/09/2015,4,06:10,542,E10000016,1,2,3,70,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024721
2015460262101,573190,155300,0.481339,51.270534,46,3,4,1,27/09/2015,1,19:20,536,E10000016,5,153,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033088
2015460262105,610500,138030,1.005355,51.102911,46,2,2,1,27/09/2015,1,11:04,539,E10000016,3,20,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024546
2015460262107,606030,124610,0.933969,50.984017,46,3,2,3,02/10/2015,6,17:29,539,E10000016,3,259,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01024540
2015460262110,577895,168297,0.555200,51.385836,46,3,1,1,29/09/2015,3,22:00,544,E06000035,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01016040
2015460262111,574557,168371,0.507314,51.387536,46,3,2,1,11/09/2015,6,09:00,544,E06000035,3,2,3,30,0,-1,-1,0,0,0,1,1,1,1,0,1,1,E01016130
2015460262115,638690,170610,1.428992,51.384311,46,3,2,1,01/10/2015,5,18:04,541,E10000016,6,4161,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024675
2015460262117,562790,172640,0.340316,51.429384,46,3,2,2,04/10/2015,1,13:20,535,E10000016,6,3505,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024281
2015460262126,591820,163070,0.752264,51.334359,46,3,2,1,30/09/2015,4,12:30,540,E10000016,6,4005,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024600
2015460262129,567470,149970,0.396928,51.224358,46,2,2,1,03/10/2015,7,18:15,542,E10000016,3,228,1,50,1,4,4,2015,0,0,1,1,1,0,0,2,1,E01024744
2015460262130,579400,163300,0.574286,51.340476,46,3,4,2,26/09/2015,7,15:45,544,E06000035,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01016052
2015460262132,570060,157690,0.437651,51.292947,46,3,2,2,02/10/2015,6,11:15,542,E10000016,5,254,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024742
2015460262133,574760,160910,0.506567,51.320451,46,2,1,1,22/09/2015,3,14:30,542,E10000016,3,229,3,70,5,4,6,0,0,0,1,1,2,0,0,2,1,E01024721
2015460262134,588320,136510,0.688144,51.096967,46,3,2,1,26/09/2015,7,16:56,530,E10000016,3,262,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024011
2015460262135,563770,173510,0.354802,51.436918,46,3,4,2,02/10/2015,6,00:38,535,E10000016,6,3523,6,30,6,4,6,0,0,0,5,1,1,0,0,1,1,E01024282
2015460262137,633370,149000,1.338566,51.192541,46,2,1,3,03/10/2015,7,21:45,533,E10000016,6,2731,6,60,8,4,6,0,0,0,6,1,1,0,0,2,1,E01024200
2015460262138,564710,174160,0.368616,51.442485,46,3,1,1,26/09/2015,7,10:05,535,E10000016,6,3521,2,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01032799
2015460262140,551340,173180,0.175973,51.437407,46,3,2,1,23/09/2015,4,20:10,532,E10000016,3,2,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024146
2015460262142,620890,137670,1.153308,51.095773,46,3,2,1,30/09/2015,4,19:50,539,E10000016,1,20,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024492
2015460262143,588020,161050,0.696714,51.317484,46,3,2,2,02/10/2015,6,02:20,540,E10000016,1,2,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01024628
2015460262146,570500,170860,0.450261,51.411128,46,3,2,1,02/10/2015,6,18:45,535,E10000016,5,7,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024301
2015460262150,570640,158390,0.446295,51.299062,46,3,2,1,02/10/2015,6,16:50,542,E10000016,3,20,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024737
2015460262152,553300,172450,0.203834,51.430321,46,3,2,1,24/09/2015,5,09:29,532,E10000016,3,2,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01024189
2015460262154,603760,141690,0.911284,51.138212,46,3,2,1,02/10/2015,6,12:09,530,E10000016,3,2070,1,60,1,2,3,2070,0,0,1,1,1,0,0,2,1,E01024004
2015460262155,571560,169500,0.464830,51.398591,46,3,2,2,02/10/2015,6,14:18,535,E10000016,3,2,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024265
2015460262164,557550,174390,0.265782,51.446587,46,3,2,1,02/10/2015,6,18:05,532,E10000016,3,226,6,40,9,2,6,0,0,5,1,1,1,0,0,1,1,E01024172
2015460262177,554480,174140,0.221531,51.445185,46,3,1,1,03/10/2015,7,01:10,532,E10000016,6,3210,6,30,0,-1,-1,0,0,0,4,1,1,4,2,1,2,E01024164
2015460262185,577666,166941,0.551234,51.373727,46,3,3,2,04/10/2015,1,11:40,544,E06000035,3,2,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01016064
2015460262187,570520,159420,0.445068,51.308351,46,2,1,1,04/10/2015,1,06:59,542,E10000016,5,24,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024762
2015460262188,637390,166090,1.407329,51.344286,46,3,2,1,03/10/2015,7,12:45,541,E10000016,6,4110,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01024687
2015460262189,548900,156580,0.133949,51.288895,46,3,2,1,02/10/2015,6,11:59,538,E10000016,1,25,3,70,9,4,1,26,0,0,1,1,1,0,0,2,1,E01024417
2015460262190,548290,156370,0.125120,51.287167,46,3,2,1,01/10/2015,5,21:52,538,E10000016,1,25,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01024417
2015460262193,554100,159240,0.209610,51.311413,46,1,1,1,02/10/2015,6,07:35,538,E10000016,6,1482,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024449
2015460262198,574819,165191,0.509513,51.358889,46,3,2,1,01/10/2015,5,15:06,544,E06000035,3,229,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01016119
2015460262199,581920,159650,0.608564,51.306890,46,2,2,2,28/09/2015,2,12:00,536,E10000016,3,249,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024347
2015460262200,597980,146790,0.831576,51.186042,46,2,2,1,14/09/2015,2,11:26,530,E10000016,1,20,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01023990
2015460262203,637730,151540,1.402529,51.213545,46,3,2,2,02/10/2015,6,19:10,533,E10000016,3,258,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024252
2015460262211,574026,169994,0.500486,51.402278,46,3,1,1,30/09/2015,4,15:30,544,E06000035,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01016135
2015460262212,614460,157440,1.073413,51.275727,46,3,2,1,29/09/2015,3,14:16,531,E10000016,3,290,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032808
2015460262213,562740,172710,0.339629,51.430027,46,2,2,1,04/10/2015,1,12:52,535,E10000016,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024281
2015460262218,636460,170890,1.397190,51.387757,46,2,1,1,04/10/2015,1,20:00,541,E10000016,6,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01024659
2015460262219,573240,161310,0.484970,51.324509,46,3,1,1,03/10/2015,7,07:00,542,E10000016,5,21,6,40,0,-1,-1,0,0,0,1,9,1,0,0,2,1,E01024728
2015460262226,551920,155560,0.176791,51.278933,46,3,2,1,03/10/2015,7,15:10,538,E10000016,3,224,6,30,8,4,6,0,0,1,1,1,1,0,0,1,1,E01024463
2015460262229,633030,141890,1.329107,51.128855,46,3,2,1,24/09/2015,5,16:55,533,E10000016,3,2,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01033209
2015460262232,577970,168924,0.556590,51.391444,46,3,1,2,04/10/2015,1,15:10,544,E06000035,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01016032
2015460262239,555700,173300,0.238703,51.437304,46,3,3,1,22/09/2015,3,11:08,532,E10000016,3,282,3,60,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01024136
2015460262241,574380,156530,0.498981,51.281221,46,3,1,1,04/10/2015,1,15:00,536,E10000016,6,3603,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024322
2015460262242,637470,164580,1.407469,51.330699,46,2,1,1,30/09/2015,4,15:33,541,E10000016,5,421,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024651
2015460262243,559340,161180,0.285596,51.327401,46,2,2,1,01/10/2015,5,19:39,542,E10000016,3,20,6,60,3,4,6,0,0,0,6,1,1,0,0,2,1,E01032620
2015460262246,554300,151360,0.209078,51.240556,46,3,2,1,12/09/2015,7,11:20,538,E10000016,3,225,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024459
2015460262249,624650,146830,1.212625,51.176551,46,3,2,2,03/10/2015,7,09:20,533,E10000016,3,2,3,70,6,2,6,0,0,0,1,7,2,0,0,2,1,E01024203
2015460262254,554080,172910,0.215245,51.434243,46,3,1,1,06/10/2015,3,14:35,532,E10000016,3,225,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01024168
2015460262256,552640,172270,0.194269,51.428882,46,3,1,1,01/10/2015,5,14:55,532,E10000016,6,3082,6,60,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024189
2015460262257,625560,139100,1.220785,51.106795,46,3,2,1,05/10/2015,2,13:05,533,E10000016,6,531,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01024198
2015460262258,638120,165450,1.417363,51.338236,46,3,1,1,05/10/2015,2,08:42,541,E10000016,3,255,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01024670
2015460262259,615450,158220,1.088055,51.282358,46,3,2,1,05/10/2015,2,11:15,531,E10000016,3,28,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01024093
2015460262260,635560,169890,1.383616,51.379155,46,3,1,1,17/09/2015,5,07:46,541,E10000016,3,254,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01024697
2015460262262,633090,143610,1.331075,51.144270,46,3,2,1,30/09/2015,4,18:28,533,E10000016,3,2,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024238
2015460262264,554690,159060,0.217990,51.309636,46,3,3,2,28/08/2015,6,07:54,538,E10000016,6,1482,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,E01024449
2015460262266,614920,157400,1.079974,51.275195,46,3,1,1,23/09/2015,4,03:07,531,E10000016,3,28,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01024131
2015460262267,616640,168220,1.111167,51.371692,46,3,1,3,27/09/2015,1,18:30,531,E10000016,6,3126,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024117
2015460262269,559420,140060,0.277353,51.137621,46,3,2,2,01/10/2015,5,05:30,543,E10000016,6,4306,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024822
2015460262270,585430,162100,0.660137,51.327765,46,3,2,1,05/10/2015,2,18:15,536,E10000016,3,249,3,70,1,2,1,2,0,0,1,9,1,0,0,2,2,E01024387
2015460262273,564550,173720,0.366111,51.438578,46,3,1,1,06/10/2015,3,14:15,535,E10000016,6,3523,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01024291
2015460262276,607480,124790,0.954701,50.985113,46,2,2,2,06/10/2015,3,22:12,539,E10000016,4,2071,6,30,3,4,6,0,0,0,7,2,2,0,0,2,1,E01024539
2015460262278,575080,171330,0.516282,51.413956,46,3,2,1,28/09/2015,2,07:50,544,E06000035,4,2108,1,70,1,4,3,289,0,0,1,1,1,0,0,2,1,E01016146
2015460262279,566500,171550,0.393122,51.418514,46,3,2,1,05/10/2015,2,14:40,535,E10000016,6,3534,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01024297
2015460262280,574070,156700,0.494623,51.282843,46,3,1,1,07/10/2015,4,08:55,536,E10000016,6,3603,6,30,0,-1,-1,0,0,0,1,8,2,0,0,1,2,E01024321
2015460262281,620140,151310,1.150952,51.218526,46,3,1,2,07/09/2015,2,18:45,531,E10000016,6,1521,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024043
2015460262291,566320,173060,0.391244,51.432133,46,3,2,1,03/10/2015,7,15:45,535,E10000016,4,261,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01024311
2015460262292,617100,165720,1.116241,51.349070,46,3,1,1,05/10/2015,2,16:00,531,E10000016,6,3130,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024077
2015460262296,577745,166903,0.552349,51.373361,46,3,1,1,05/10/2015,2,16:10,544,E06000035,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01016174
2015460262297,564060,156260,0.351020,51.281858,46,2,1,1,07/10/2015,4,06:00,542,E10000016,4,2016,6,50,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01032620
2015460262302,558920,174810,0.285668,51.449978,46,3,2,1,05/10/2015,2,18:40,532,E10000016,3,226,6,30,3,4,6,0,0,1,4,2,2,0,0,1,2,E01024142
2015460262306,636110,166860,1.389494,51.351730,46,3,1,1,02/10/2015,6,08:40,541,E10000016,3,256,6,40,6,4,6,0,0,0,1,1,1,0,0,2,1,E01024688
2015460262310,562500,174080,0.336808,51.442404,46,3,2,1,06/10/2015,3,23:00,535,E10000016,6,3502,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01024277
2015460262311,551630,168460,0.178124,51.394920,46,2,1,2,18/09/2015,6,12:35,538,E10000016,4,2173,1,30,1,4,6,0,2,4,1,1,1,0,0,1,1,E01024475
2015460262315,555540,174820,0.237070,51.451005,46,3,3,1,07/10/2015,4,19:20,532,E10000016,6,3210,6,30,3,4,6,0,0,0,7,1,1,0,0,1,1,E01024154
2015460262321,621350,157230,1.171908,51.271209,46,2,1,1,02/10/2015,6,16:50,531,E10000016,3,257,6,60,0,-1,-1,0,0,0,1,9,1,0,0,2,1,E01024085
2015460262326,574776,165850,0.509219,51.364822,46,3,1,1,07/10/2015,4,15:40,544,E06000035,6,0,6,30,3,4,3,229,0,0,1,1,2,0,0,1,2,E01016119
2015460262337,613750,158050,1.063614,51.281471,46,2,1,1,08/10/2015,5,12:12,531,E10000016,3,2050,1,40,1,4,3,2050,0,0,1,1,1,0,0,1,1,E01024122
2015460262339,575341,167643,0.518211,51.380755,46,3,2,1,07/10/2015,4,15:25,544,E06000035,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01016017
2015460262341,592260,174670,0.764848,51.438392,46,3,1,1,08/10/2015,5,17:10,540,E10000016,3,250,6,30,9,4,6,0,0,4,1,1,1,0,0,1,1,E01024609
2015460262343,554010,173270,0.214395,51.437496,46,3,2,1,04/09/2015,6,17:45,532,E10000016,6,3203,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024167
2015460262344,565270,174060,0.376620,51.441424,46,2,1,1,11/10/2015,1,13:35,535,E10000016,6,3529,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,E01024295
2015460262347,606220,159160,0.956437,51.294212,46,3,1,1,07/10/2015,4,16:30,540,E10000016,6,351,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024557
2015460262348,635560,170080,1.383742,51.380861,46,3,3,1,05/10/2015,2,17:35,541,E10000016,3,254,6,30,0,-1,-1,0,0,0,1,7,2,0,0,1,1,E01024697
2015460262349,591460,163680,0.747430,51.339959,46,3,1,1,07/10/2015,4,20:15,540,E10000016,6,4007,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024599
2015460262350,575480,149510,0.511298,51.217821,46,3,2,2,09/10/2015,6,06:52,536,E10000016,3,229,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024345
2015460262351,626510,150150,1.241283,51.205623,46,3,1,1,10/10/2015,7,09:45,533,E10000016,6,941,6,60,3,4,6,0,0,0,1,1,2,7,0,2,1,E01024204
2015460262352,575350,158300,0.513743,51.296824,46,3,2,2,07/10/2015,4,09:10,536,E10000016,3,229,1,30,1,4,6,0,0,8,1,2,2,0,0,2,1,E01024335
2015460262353,599850,134150,0.851295,51.071873,46,3,2,1,09/10/2015,6,19:55,530,E10000016,4,2067,6,60,0,-1,-1,0,0,0,5,1,1,0,0,2,1,E01024037
2015460262355,561200,142240,0.303749,51.156710,46,3,2,1,09/10/2015,6,12:40,543,E10000016,3,21,6,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024825
2015460262363,575330,154390,0.511539,51.261706,46,3,1,1,09/10/2015,6,11:39,536,E10000016,4,2010,6,30,8,4,6,0,0,8,1,1,1,0,0,1,1,E01024403
2015460262369,566520,173060,0.394119,51.432074,46,3,2,1,09/10/2015,6,15:40,535,E10000016,3,226,6,30,1,4,6,0,0,4,1,1,1,0,0,1,2,E01024311
2015460262372,558680,139920,0.266723,51.136569,46,3,2,1,10/10/2015,7,07:20,543,E10000016,6,4305,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01024833
2015460262373,566120,170390,0.387119,51.408205,46,3,2,1,09/10/2015,6,08:15,535,E10000016,3,2,7,60,5,4,6,0,0,0,1,1,1,0,2,1,1,E01024301
